Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
inn10181,2,0,2,3,meal plan 1,0,room_type 1,166,2018,7,7,online,0,0,0,90.95,2,not_canceled
inn10182,2,2,1,3,meal plan 1,0,room_type 6,81,2018,10,10,online,0,0,0,190.8,1,not_canceled
inn10183,1,0,2,4,not selected,0,room_type 1,37,2018,3,31,online,0,0,0,107.1,0,canceled
inn10184,2,0,2,1,meal plan 1,0,room_type 4,18,2018,8,14,offline,0,0,0,132.8,0,not_canceled
inn10185,2,2,0,1,meal plan 1,0,room_type 6,4,2017,8,27,online,0,0,0,153.0,1,not_canceled
inn10186,2,0,1,2,meal plan 2,0,room_type 4,94,2018,5,20,online,0,0,0,174.6,0,canceled
inn10187,1,0,0,3,meal plan 1,0,room_type 4,11,2018,6,14,corporate,0,0,0,90.0,0,not_canceled
inn10188,2,1,0,1,meal plan 1,1,room_type 4,0,2018,6,8,online,0,0,0,148.0,2,not_canceled
inn10189,1,0,0,3,meal plan 1,0,room_type 4,28,2018,6,14,online,0,0,0,108.42,1,not_canceled
inn10190,1,0,1,2,meal plan 1,0,room_type 1,19,2018,10,3,corporate,1,1,5,95.0,0,not_canceled
inn10191,2,2,1,3,meal plan 1,0,room_type 6,85,2018,9,22,online,0,0,0,220.73,0,canceled
inn10192,2,0,1,2,meal plan 1,0,room_type 1,132,2018,8,29,online,0,0,0,96.3,0,canceled
inn10193,2,0,1,1,meal plan 1,0,room_type 1,59,2018,12,17,offline,0,0,0,72.0,0,not_canceled
inn10194,2,0,1,4,meal plan 1,1,room_type 1,83,2017,8,5,online,0,0,0,85.5,1,not_canceled
inn10195,2,0,0,1,not selected,0,room_type 1,9,2018,5,25,online,0,0,0,99.0,0,not_canceled
inn10196,2,0,0,2,meal plan 1,0,room_type 1,16,2017,11,27,offline,0,0,0,55.0,0,not_canceled
inn10197,2,2,1,0,meal plan 1,0,room_type 7,73,2018,8,21,online,0,0,0,205.38,2,not_canceled
inn10198,2,0,2,3,meal plan 1,0,room_type 4,101,2018,1,1,offline,0,0,0,62.0,0,not_canceled
inn10199,2,0,2,1,meal plan 1,0,room_type 1,18,2018,3,19,online,0,0,0,113.67,0,canceled
inn10200,2,0,0,2,meal plan 2,0,room_type 1,265,2018,6,24,offline,0,0,0,115.0,1,canceled
inn10201,2,2,0,1,meal plan 1,0,room_type 6,20,2018,7,6,online,0,0,0,231.0,3,not_canceled
inn10202,2,0,2,0,meal plan 1,0,room_type 4,48,2018,5,29,online,0,0,0,159.3,0,canceled
inn10203,2,2,2,1,not selected,0,room_type 6,0,2017,8,8,online,0,0,0,153.0,0,not_canceled
inn10204,2,2,0,2,meal plan 2,0,room_type 6,30,2018,9,2,online,0,0,0,233.1,1,not_canceled
inn10205,2,0,1,0,not selected,0,room_type 1,4,2018,5,8,online,0,0,0,89.0,0,not_canceled
inn10206,2,0,2,3,meal plan 1,0,room_type 1,228,2018,6,26,online,0,0,0,77.23,1,not_canceled
inn10207,2,0,1,3,meal plan 1,0,room_type 1,26,2017,11,23,offline,0,0,0,65.0,1,not_canceled
inn10208,2,0,0,2,meal plan 1,0,room_type 1,94,2017,12,3,online,0,0,0,72.25,1,not_canceled
inn10209,2,0,2,1,meal plan 2,0,room_type 1,145,2017,8,29,offline,0,0,0,94.5,0,not_canceled
inn10210,3,0,0,5,meal plan 1,0,room_type 4,107,2018,6,28,online,0,0,0,146.7,2,not_canceled
inn10211,2,0,0,1,meal plan 1,0,room_type 1,289,2017,10,17,offline,0,0,0,67.0,0,not_canceled
inn10212,3,0,3,8,meal plan 1,0,room_type 4,34,2018,3,10,online,0,0,0,118.96,1,canceled
inn10213,2,0,1,2,meal plan 1,0,room_type 1,78,2018,3,25,offline,0,0,0,100.0,0,canceled
inn10214,1,0,1,1,meal plan 1,0,room_type 1,33,2018,1,25,complementary,0,0,0,1.0,0,not_canceled
inn10215,1,1,2,1,meal plan 2,0,room_type 2,117,2017,8,1,offline,0,0,0,80.75,1,not_canceled
inn10216,3,0,2,1,meal plan 1,0,room_type 1,13,2018,2,6,online,0,0,0,130.0,2,not_canceled
inn10217,2,0,0,2,not selected,0,room_type 1,49,2018,5,6,offline,0,0,0,85.0,0,not_canceled
inn10218,2,0,1,2,meal plan 1,0,room_type 1,290,2018,6,17,offline,0,0,0,72.0,0,canceled
inn10219,1,0,0,2,meal plan 2,0,room_type 1,39,2017,8,14,online,0,0,0,0.0,0,not_canceled
inn10220,2,0,0,1,meal plan 1,0,room_type 1,10,2018,9,7,online,0,0,0,114.73,1,not_canceled
inn10221,2,0,0,1,meal plan 1,0,room_type 1,4,2018,11,22,online,0,0,0,111.0,1,canceled
inn10222,2,0,1,4,meal plan 1,0,room_type 1,336,2018,9,21,offline,0,0,0,39.0,0,not_canceled
inn10223,1,0,0,3,meal plan 1,0,room_type 1,166,2018,11,1,offline,0,0,0,110.0,0,canceled
inn10224,2,0,0,3,meal plan 1,0,room_type 1,44,2018,2,17,offline,0,0,0,75.0,0,not_canceled
inn10225,2,0,0,1,meal plan 1,1,room_type 1,11,2017,11,3,online,0,0,0,96.0,1,not_canceled
inn10226,2,0,0,4,not selected,0,room_type 1,183,2018,10,26,online,0,0,0,80.1,2,canceled
inn10227,2,0,2,1,meal plan 1,0,room_type 1,6,2018,8,13,online,0,0,0,163.33,2,not_canceled
inn10228,2,0,1,2,meal plan 1,1,room_type 1,2,2018,1,8,online,0,0,0,87.3,1,not_canceled
inn10229,2,0,0,2,meal plan 1,0,room_type 1,1,2018,10,21,online,0,0,0,140.0,0,not_canceled
inn10230,1,0,2,1,meal plan 1,0,room_type 1,1,2018,2,28,offline,0,0,0,60.0,0,canceled
inn10231,1,0,1,2,meal plan 1,0,room_type 1,10,2018,11,28,online,0,0,0,98.33,2,not_canceled
inn10232,3,1,0,3,meal plan 1,0,room_type 7,13,2018,8,10,online,0,0,0,231.15,2,not_canceled
inn10233,2,0,1,2,meal plan 1,0,room_type 1,87,2017,9,18,online,0,0,0,89.25,0,canceled
inn10234,2,0,1,3,meal plan 1,0,room_type 1,259,2018,10,3,online,0,0,0,80.24,0,canceled
inn10235,1,0,0,1,meal plan 1,0,room_type 1,22,2017,11,17,corporate,0,0,0,62.0,1,not_canceled
inn10236,2,0,2,5,meal plan 1,0,room_type 4,134,2018,10,22,online,0,0,0,116.36,1,not_canceled
inn10237,2,2,2,2,meal plan 2,0,room_type 6,151,2018,8,28,online,0,0,0,226.35,2,canceled
inn10238,2,2,2,2,meal plan 2,1,room_type 1,141,2018,7,10,online,0,0,0,195.25,1,not_canceled
inn10239,2,0,2,3,meal plan 1,0,room_type 1,74,2018,11,10,online,0,0,0,124.6,1,not_canceled
inn10240,2,0,1,0,not selected,0,room_type 1,27,2018,6,20,online,0,0,0,99.0,2,not_canceled
inn10241,2,0,0,1,not selected,0,room_type 1,158,2018,7,16,online,0,0,0,75.6,0,canceled
inn10242,2,0,1,2,meal plan 1,0,room_type 1,234,2018,9,5,online,0,0,0,106.2,1,canceled
inn10243,2,0,0,1,meal plan 1,0,room_type 1,16,2018,11,16,online,0,0,0,84.0,0,not_canceled
inn10244,2,0,0,3,meal plan 1,0,room_type 4,47,2018,3,10,online,0,0,0,91.8,0,canceled
inn10245,1,0,0,1,not selected,0,room_type 1,0,2018,6,21,online,0,0,0,129.0,1,not_canceled
inn10246,1,0,0,1,not selected,0,room_type 1,20,2018,6,2,offline,0,0,0,85.0,0,not_canceled
inn10247,2,0,0,4,meal plan 1,0,room_type 1,37,2017,11,11,online,0,0,0,90.95,1,not_canceled
inn10248,2,0,0,3,meal plan 1,0,room_type 1,304,2018,11,3,offline,0,0,0,89.0,0,canceled
inn10249,1,0,0,2,meal plan 1,1,room_type 1,9,2018,11,23,corporate,0,0,0,65.0,0,not_canceled
inn10250,2,0,2,3,meal plan 1,0,room_type 4,86,2018,10,22,online,0,0,0,121.14,1,canceled
inn10251,2,0,1,2,meal plan 1,0,room_type 1,192,2018,10,31,offline,0,0,0,68.23,0,not_canceled
inn10252,2,0,2,5,not selected,0,room_type 1,40,2018,2,14,online,0,0,0,77.23,0,canceled
inn10253,2,0,0,2,meal plan 1,0,room_type 1,211,2018,5,20,offline,0,0,0,100.0,0,canceled
inn10254,1,0,2,1,meal plan 1,0,room_type 1,116,2018,2,28,offline,0,0,0,76.0,0,not_canceled
inn10255,2,2,2,5,meal plan 1,0,room_type 7,41,2018,10,15,online,0,0,0,249.63,1,not_canceled
inn10256,3,0,2,4,meal plan 1,0,room_type 6,19,2018,9,18,online,0,0,0,150.02,1,canceled
inn10257,1,0,0,1,meal plan 1,0,room_type 1,0,2017,9,8,corporate,0,0,0,114.0,0,not_canceled
inn10258,2,0,0,2,meal plan 2,0,room_type 1,74,2017,9,18,offline,0,0,0,101.5,0,not_canceled
inn10259,2,0,0,1,meal plan 1,0,room_type 1,65,2018,10,27,online,0,0,0,75.54,1,not_canceled
inn10260,2,0,2,1,not selected,0,room_type 1,95,2018,10,2,online,0,0,0,108.0,2,not_canceled
inn10261,3,0,2,3,meal plan 1,0,room_type 4,19,2018,4,9,online,0,0,0,158.2,0,canceled
inn10262,2,0,1,3,not selected,0,room_type 1,123,2018,9,5,online,0,0,0,118.8,1,canceled
inn10263,3,0,2,5,meal plan 1,0,room_type 1,124,2018,7,14,offline,0,0,0,96.9,0,not_canceled
inn10264,2,1,1,3,not selected,0,room_type 1,30,2018,7,14,offline,0,0,0,88.56,1,not_canceled
inn10265,1,0,0,1,meal plan 1,0,room_type 1,164,2017,10,2,offline,0,0,0,100.0,0,not_canceled
inn10266,2,0,0,5,meal plan 1,0,room_type 1,140,2017,12,29,offline,0,0,0,70.0,0,not_canceled
inn10267,1,0,0,3,meal plan 1,0,room_type 1,19,2017,10,6,offline,1,1,0,80.0,0,not_canceled
inn10268,2,0,0,1,not selected,0,room_type 1,0,2018,4,16,online,0,0,0,89.0,1,not_canceled
inn10269,2,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,offline,0,0,0,109.0,0,not_canceled
inn10270,2,0,1,5,not selected,0,room_type 1,94,2018,7,12,online,0,0,0,94.5,0,canceled
inn10271,2,0,0,3,meal plan 1,0,room_type 1,42,2017,9,17,online,0,0,0,111.6,3,not_canceled
inn10272,1,0,2,2,meal plan 1,0,room_type 1,24,2018,4,30,online,0,0,0,133.5,1,not_canceled
inn10273,1,0,1,1,meal plan 1,0,room_type 1,32,2018,7,18,offline,0,0,0,85.0,0,not_canceled
inn10274,2,0,0,2,meal plan 1,0,room_type 4,86,2018,4,20,online,0,0,0,127.8,0,canceled
inn10275,3,0,2,2,meal plan 1,0,room_type 1,26,2017,12,26,offline,0,0,0,60.75,1,not_canceled
inn10276,2,0,2,3,meal plan 1,0,room_type 1,221,2018,10,22,online,0,0,0,90.95,2,not_canceled
inn10277,2,1,0,2,meal plan 1,0,room_type 4,11,2017,12,11,complementary,0,0,0,0.0,2,not_canceled
inn10278,1,0,0,3,meal plan 1,0,room_type 4,16,2018,3,8,corporate,0,0,0,75.0,0,not_canceled
inn10279,2,0,2,2,meal plan 1,0,room_type 4,68,2018,9,24,online,0,0,0,149.4,2,not_canceled
inn10280,2,0,2,3,meal plan 1,0,room_type 1,182,2018,10,16,online,0,0,0,70.44,2,not_canceled
inn10281,1,0,0,3,meal plan 1,0,room_type 1,70,2017,11,26,offline,0,0,0,46.33,0,not_canceled
inn10282,2,0,1,1,meal plan 1,0,room_type 1,1,2018,1,30,online,0,0,0,101.0,1,not_canceled
inn10283,1,0,0,2,not selected,0,room_type 1,19,2018,9,23,online,0,0,0,149.0,1,not_canceled
inn10284,2,0,2,2,not selected,0,room_type 1,11,2018,8,13,online,0,0,0,139.0,0,not_canceled
inn10285,2,0,0,4,meal plan 1,0,room_type 4,7,2018,12,7,online,0,0,0,99.88,0,not_canceled
inn10286,1,0,0,4,meal plan 1,0,room_type 1,14,2018,5,18,online,0,0,0,0.0,0,not_canceled
inn10287,2,0,2,1,meal plan 1,0,room_type 1,5,2018,8,21,offline,0,0,0,72.25,0,not_canceled
inn10288,2,0,2,2,meal plan 1,0,room_type 4,24,2018,5,29,online,0,0,0,117.3,1,not_canceled
inn10289,1,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,offline,0,0,0,80.0,0,canceled
inn10290,1,0,0,2,meal plan 1,0,room_type 1,192,2018,6,24,offline,0,0,0,95.0,0,not_canceled
inn10291,1,0,1,1,meal plan 1,0,room_type 1,0,2018,10,17,corporate,0,0,0,95.0,0,not_canceled
inn10292,2,0,1,0,not selected,0,room_type 1,50,2018,10,17,online,0,0,0,108.0,1,not_canceled
inn10293,1,0,0,2,meal plan 2,0,room_type 1,292,2018,7,21,offline,0,0,0,90.0,0,not_canceled
inn10294,2,0,1,3,not selected,0,room_type 1,63,2018,7,25,online,0,0,0,94.5,1,not_canceled
inn10295,3,0,2,3,meal plan 1,0,room_type 4,29,2018,5,19,online,0,0,0,155.64,2,not_canceled
inn10296,1,0,1,2,meal plan 1,0,room_type 1,237,2017,9,14,online,0,0,0,80.75,0,canceled
inn10297,2,0,0,3,meal plan 1,0,room_type 1,183,2018,9,8,offline,0,0,0,110.0,1,canceled
inn10298,2,0,1,1,meal plan 2,0,room_type 1,247,2018,6,6,offline,0,0,0,109.0,0,canceled
inn10299,2,0,0,2,not selected,0,room_type 1,38,2018,11,3,online,0,0,0,88.0,1,canceled
inn10300,3,0,2,6,meal plan 1,0,room_type 4,131,2018,7,30,online,0,0,0,137.19,0,canceled
inn10301,1,0,0,2,meal plan 1,1,room_type 1,1,2018,8,17,corporate,0,0,0,67.0,1,not_canceled
inn10302,2,0,0,3,meal plan 1,0,room_type 1,6,2018,2,4,offline,0,0,0,66.0,0,not_canceled
inn10303,2,0,1,3,not selected,0,room_type 1,221,2018,9,12,online,0,0,0,109.65,1,canceled
inn10304,2,0,0,3,not selected,0,room_type 1,8,2018,8,17,online,0,0,0,124.67,1,not_canceled
inn10305,2,0,0,2,not selected,0,room_type 1,72,2018,9,14,corporate,0,0,0,100.0,1,canceled
inn10306,2,0,2,0,meal plan 2,0,room_type 1,386,2018,10,23,offline,0,0,0,115.0,1,canceled
inn10307,3,0,1,4,meal plan 1,0,room_type 4,159,2018,10,26,online,0,0,0,123.3,1,canceled
inn10308,2,0,0,1,meal plan 1,0,room_type 1,55,2018,10,29,online,0,0,0,82.47,1,not_canceled
inn10309,2,0,2,2,meal plan 1,0,room_type 2,243,2018,10,29,online,0,0,0,81.76,3,not_canceled
inn10310,2,0,1,2,meal plan 1,1,room_type 4,90,2018,4,15,online,0,0,0,114.3,1,not_canceled
inn10311,2,0,2,0,meal plan 2,0,room_type 1,275,2018,4,17,offline,0,0,0,110.0,0,canceled
inn10312,2,0,0,2,meal plan 1,0,room_type 1,18,2018,9,23,online,0,0,0,130.13,1,not_canceled
inn10313,2,0,2,1,meal plan 1,0,room_type 1,139,2018,8,7,online,0,0,0,123.3,1,not_canceled
inn10314,2,2,2,1,meal plan 1,1,room_type 6,229,2018,8,21,online,0,0,0,177.3,2,canceled
inn10315,2,0,0,1,meal plan 1,0,room_type 4,65,2018,4,23,online,0,0,0,118.8,0,not_canceled
inn10316,2,0,0,2,meal plan 1,1,room_type 4,7,2017,10,15,online,0,0,0,145.0,1,not_canceled
inn10317,2,0,2,3,meal plan 1,0,room_type 1,70,2018,4,2,online,0,0,0,61.56,2,not_canceled
inn10318,2,0,1,1,meal plan 1,0,room_type 1,275,2018,6,4,offline,0,0,0,62.8,0,canceled
inn10319,2,0,0,2,meal plan 2,0,room_type 1,257,2017,7,1,offline,0,0,0,101.5,0,canceled
inn10320,2,0,0,4,meal plan 1,0,room_type 1,247,2018,10,25,online,0,0,0,90.95,1,canceled
inn10321,2,0,1,2,meal plan 1,0,room_type 2,200,2018,10,31,online,0,0,0,82.92,3,not_canceled
inn10322,1,0,0,2,meal plan 1,0,room_type 1,46,2018,11,4,offline,0,0,0,67.5,0,not_canceled
inn10323,2,0,0,2,meal plan 1,0,room_type 1,31,2018,5,24,online,0,0,0,108.9,1,not_canceled
inn10324,2,0,1,2,meal plan 1,0,room_type 4,38,2018,9,26,online,0,0,0,156.6,0,canceled
inn10325,2,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,105.0,0,not_canceled
inn10326,2,0,1,1,meal plan 1,0,room_type 1,38,2018,2,27,online,0,0,0,73.2,1,not_canceled
inn10327,2,0,0,1,meal plan 1,0,room_type 1,1,2017,9,26,online,0,0,0,180.0,0,not_canceled
inn10328,1,0,0,4,meal plan 1,0,room_type 1,13,2018,4,19,aviation,0,0,0,95.0,0,not_canceled
inn10329,1,0,2,3,meal plan 1,0,room_type 1,192,2017,9,25,offline,0,0,0,86.0,0,not_canceled
inn10330,2,0,1,1,meal plan 1,0,room_type 1,123,2018,11,28,online,0,0,0,90.0,3,not_canceled
inn10331,2,0,2,2,meal plan 1,0,room_type 1,86,2018,4,9,offline,0,0,0,80.75,1,not_canceled
inn10332,2,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,105.0,0,not_canceled
inn10333,2,0,1,3,meal plan 1,0,room_type 4,81,2018,4,25,online,0,0,0,103.7,1,not_canceled
inn10334,1,0,0,2,meal plan 1,0,room_type 1,181,2018,10,11,offline,0,0,0,120.0,0,canceled
inn10335,2,0,2,1,meal plan 2,0,room_type 1,124,2017,8,8,offline,0,0,0,94.5,0,canceled
inn10336,2,0,2,2,meal plan 1,0,room_type 1,179,2018,9,30,online,0,0,0,113.4,0,canceled
inn10337,2,0,1,3,meal plan 1,0,room_type 1,0,2017,9,21,online,0,0,0,145.0,1,not_canceled
inn10338,2,0,0,2,meal plan 1,0,room_type 1,298,2018,5,10,offline,0,0,0,93.0,0,not_canceled
inn10339,1,0,0,3,meal plan 1,0,room_type 1,4,2018,9,8,online,0,0,0,149.0,1,not_canceled
inn10340,3,0,2,3,meal plan 1,0,room_type 4,90,2018,12,24,online,0,0,0,119.0,1,not_canceled
inn10341,3,0,1,4,meal plan 1,0,room_type 4,64,2018,3,28,online,0,0,0,115.77,1,not_canceled
inn10342,2,0,2,2,meal plan 1,0,room_type 1,96,2018,4,8,online,0,0,0,88.83,0,not_canceled
inn10343,3,0,2,6,meal plan 1,0,room_type 4,186,2018,8,6,online,0,0,0,130.05,2,canceled
inn10344,2,0,2,4,meal plan 2,0,room_type 4,164,2018,9,9,offline,0,0,0,116.45,3,not_canceled
inn10345,3,0,0,1,meal plan 1,0,room_type 4,54,2018,9,1,online,0,0,0,142.2,2,not_canceled
inn10346,2,0,2,4,meal plan 1,0,room_type 4,7,2018,12,31,online,0,0,0,118.2,1,not_canceled
inn10347,2,0,2,0,not selected,0,room_type 1,14,2018,4,3,online,0,0,0,89.0,1,canceled
inn10348,2,0,2,3,not selected,0,room_type 1,103,2018,7,14,online,0,0,0,94.5,1,not_canceled
inn10349,2,0,0,3,meal plan 1,0,room_type 1,40,2017,12,31,offline,0,0,0,118.0,1,not_canceled
inn10350,2,0,0,1,meal plan 1,0,room_type 1,2,2018,2,6,online,0,0,0,74.8,0,not_canceled
inn10351,2,0,1,3,not selected,0,room_type 1,3,2017,8,10,online,0,0,0,81.0,1,not_canceled
inn10352,2,0,0,2,meal plan 1,0,room_type 4,29,2018,10,5,online,0,0,0,166.25,3,not_canceled
inn10353,2,0,1,1,meal plan 2,0,room_type 1,247,2018,6,6,offline,0,0,0,115.0,1,canceled
inn10354,2,0,0,2,meal plan 1,0,room_type 1,17,2017,10,2,online,0,0,0,89.71,1,not_canceled
inn10355,3,0,1,0,meal plan 1,0,room_type 4,45,2018,10,3,online,0,0,0,158.4,1,not_canceled
inn10356,2,0,0,2,meal plan 2,0,room_type 1,256,2018,6,15,offline,0,0,0,115.0,1,canceled
inn10357,2,0,1,2,not selected,0,room_type 1,111,2018,11,28,online,0,0,0,79.2,2,canceled
inn10358,2,0,0,2,meal plan 1,0,room_type 1,245,2018,6,17,offline,0,0,0,75.0,0,canceled
inn10359,2,0,0,1,not selected,0,room_type 1,45,2018,3,8,online,0,0,0,67.5,0,canceled
inn10360,2,0,1,3,meal plan 1,0,room_type 1,70,2018,4,4,online,0,0,0,90.95,2,not_canceled
inn10361,1,0,0,2,meal plan 1,0,room_type 1,63,2018,1,19,offline,0,0,0,71.0,0,not_canceled
inn10362,2,0,1,2,not selected,0,room_type 2,112,2018,3,21,online,0,0,0,58.9,0,not_canceled
inn10363,1,0,0,2,meal plan 1,0,room_type 4,16,2018,3,8,corporate,0,0,0,76.0,0,not_canceled
inn10364,2,0,0,3,meal plan 2,0,room_type 1,34,2017,9,23,offline,0,0,0,224.67,0,canceled
inn10365,3,0,2,0,meal plan 1,0,room_type 4,13,2018,7,24,online,0,0,0,187.0,1,not_canceled
inn10366,2,0,1,2,meal plan 1,0,room_type 1,273,2018,5,13,offline,0,0,0,95.0,0,canceled
inn10367,2,0,0,3,meal plan 1,0,room_type 1,104,2017,12,3,offline,0,0,0,75.0,0,not_canceled
inn10368,1,0,2,2,meal plan 1,0,room_type 1,5,2018,11,6,online,0,0,0,151.94,0,canceled
inn10369,2,0,0,3,not selected,0,room_type 1,66,2018,3,16,online,0,0,0,73.5,0,canceled
inn10370,2,0,1,3,meal plan 1,0,room_type 4,61,2017,10,19,online,0,0,0,78.54,2,not_canceled
inn10371,2,0,0,2,meal plan 1,0,room_type 1,30,2018,6,2,offline,0,0,0,140.0,0,not_canceled
inn10372,2,0,1,0,meal plan 1,0,room_type 1,258,2018,10,16,offline,0,0,0,110.0,0,canceled
inn10373,2,0,0,4,meal plan 1,0,room_type 1,96,2018,12,7,online,0,0,0,88.4,1,not_canceled
inn10374,2,0,0,1,meal plan 1,0,room_type 6,31,2018,10,19,online,0,0,0,168.63,0,canceled
inn10375,2,1,1,3,meal plan 1,0,room_type 1,50,2018,3,28,online,0,0,0,101.15,0,canceled
inn10376,1,0,0,2,meal plan 1,0,room_type 1,32,2017,11,20,offline,0,0,0,73.0,1,not_canceled
inn10377,2,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,offline,0,0,0,101.5,0,canceled
inn10378,2,0,0,2,meal plan 1,0,room_type 4,37,2018,3,24,online,0,0,0,135.45,0,not_canceled
inn10379,2,0,0,4,meal plan 1,0,room_type 5,112,2018,8,24,offline,0,0,0,116.28,0,canceled
inn10380,2,0,1,3,meal plan 1,0,room_type 1,322,2018,5,19,offline,0,0,0,80.0,0,canceled
inn10381,2,0,1,1,not selected,0,room_type 1,39,2018,2,15,online,0,0,0,67.5,0,canceled
inn10382,2,0,2,3,meal plan 1,0,room_type 1,290,2018,10,20,online,0,0,0,90.95,0,canceled
inn10383,1,0,0,3,meal plan 1,0,room_type 4,28,2018,6,14,online,0,0,0,108.42,1,not_canceled
inn10384,1,0,2,3,meal plan 1,0,room_type 1,269,2018,12,29,offline,0,0,0,70.0,0,not_canceled
inn10385,2,0,2,2,meal plan 1,0,room_type 1,99,2017,10,30,offline,0,0,0,65.0,0,canceled
inn10386,2,0,0,3,meal plan 1,0,room_type 4,130,2018,9,29,online,0,0,0,139.5,2,canceled
inn10387,2,0,0,1,meal plan 2,0,room_type 1,170,2017,9,12,offline,0,0,0,96.9,2,not_canceled
inn10388,2,0,0,4,meal plan 1,0,room_type 4,109,2018,8,24,online,0,0,0,133.2,0,canceled
inn10389,2,0,1,5,meal plan 1,0,room_type 1,135,2018,8,22,online,0,0,0,72.42,0,not_canceled
inn10390,2,0,1,1,meal plan 1,0,room_type 4,44,2018,6,18,offline,0,0,0,96.3,0,not_canceled
inn10391,1,0,2,1,meal plan 1,0,room_type 1,4,2018,10,16,online,0,0,0,147.33,0,not_canceled
inn10392,1,0,0,3,not selected,0,room_type 1,16,2018,12,29,online,0,0,0,120.0,1,not_canceled
inn10393,1,0,0,1,meal plan 1,0,room_type 1,0,2018,10,5,corporate,1,0,1,95.0,0,not_canceled
inn10394,1,0,0,3,meal plan 1,0,room_type 1,15,2018,10,19,online,0,0,0,150.0,2,not_canceled
inn10395,3,0,1,3,meal plan 1,0,room_type 4,134,2018,7,28,online,0,0,0,134.3,0,canceled
inn10396,2,2,2,9,meal plan 1,0,room_type 2,252,2018,12,28,online,0,0,0,148.58,2,canceled
inn10397,1,0,1,1,meal plan 1,0,room_type 1,118,2018,6,6,offline,0,0,0,110.0,0,not_canceled
inn10398,2,0,1,0,not selected,0,room_type 1,96,2018,5,23,online,0,0,0,116.1,0,not_canceled
inn10399,1,0,0,3,meal plan 1,0,room_type 1,166,2018,11,1,offline,0,0,0,110.0,0,canceled
inn10400,2,0,2,3,not selected,0,room_type 1,71,2018,4,23,online,0,0,0,84.15,0,canceled
inn10401,2,0,0,2,meal plan 2,0,room_type 1,39,2017,8,14,offline,0,0,0,101.5,0,not_canceled
inn10402,2,0,1,4,meal plan 1,0,room_type 1,148,2017,12,30,offline,0,0,0,67.0,0,not_canceled
inn10403,3,0,1,1,meal plan 1,0,room_type 1,32,2018,7,18,offline,0,0,0,150.0,1,not_canceled
inn10404,2,0,0,1,meal plan 1,0,room_type 1,44,2018,9,7,online,0,0,0,98.1,1,not_canceled
inn10405,1,0,0,1,not selected,0,room_type 1,0,2018,3,3,online,0,0,0,89.0,0,not_canceled
inn10406,2,0,1,0,not selected,0,room_type 1,0,2018,3,21,online,0,0,0,89.0,0,not_canceled
inn10407,2,0,0,4,meal plan 1,0,room_type 1,259,2018,12,7,online,0,0,0,73.95,1,not_canceled
inn10408,3,0,2,2,meal plan 1,0,room_type 4,66,2018,8,6,online,0,0,0,168.3,0,canceled
inn10409,2,2,0,4,meal plan 1,0,room_type 6,3,2018,11,9,online,0,0,0,246.25,1,not_canceled
inn10410,2,0,0,2,not selected,0,room_type 1,68,2018,3,11,online,0,0,0,67.5,1,not_canceled
inn10411,2,0,2,0,meal plan 1,1,room_type 1,4,2018,2,7,online,0,0,0,102.0,1,not_canceled
inn10412,2,0,2,1,meal plan 2,0,room_type 1,131,2017,8,15,offline,0,0,0,94.5,0,canceled
inn10413,2,0,0,1,not selected,0,room_type 1,64,2018,4,8,online,0,0,0,94.5,1,not_canceled
inn10414,2,0,0,2,not selected,0,room_type 1,0,2018,4,1,online,0,0,0,75.42,0,not_canceled
inn10415,2,0,0,2,meal plan 2,0,room_type 1,346,2018,9,13,offline,0,0,0,115.0,1,canceled
inn10416,2,0,0,3,meal plan 1,0,room_type 1,304,2018,11,3,offline,0,0,0,89.0,0,canceled
inn10417,2,0,2,5,meal plan 1,0,room_type 1,35,2018,3,9,online,0,0,0,81.9,0,canceled
inn10418,2,0,1,2,meal plan 1,0,room_type 1,110,2018,7,8,online,0,0,0,114.3,1,not_canceled
inn10419,1,0,0,3,meal plan 1,0,room_type 1,71,2018,6,14,offline,0,0,0,120.0,0,not_canceled
inn10420,2,0,2,1,meal plan 1,0,room_type 1,145,2017,7,4,online,0,0,0,76.5,2,canceled
inn10421,3,0,1,1,meal plan 1,0,room_type 4,36,2018,3,12,online,0,0,0,114.3,1,canceled
inn10422,2,0,2,1,meal plan 1,0,room_type 1,109,2018,6,4,offline,0,0,0,89.75,0,not_canceled
inn10423,2,0,1,0,not selected,0,room_type 1,0,2018,3,21,online,0,0,0,89.0,0,not_canceled
inn10424,1,0,0,1,meal plan 1,0,room_type 1,0,2018,5,20,online,0,0,0,161.0,1,not_canceled
inn10425,1,0,0,0,meal plan 1,0,room_type 1,0,2017,11,4,complementary,1,1,5,0.0,0,not_canceled
